target_id,fc,lrt_qval,wt_qval,Direction
H6pd,18.87149313905849,1.4723886208445313e-9,7.674929892185259e-22,Up
Mturn,3.9268794170838657,1.6271102270761289e-9,4.4670358217250094e-24,Up
Gbp4,0.002624066377178106,1.6271102270761289e-9,4.150652763126316e-19,Down
Apoc1,0.14838326274523717,1.8746860134895765e-9,2.7252176437848543e-14,Down
Ndufa5,0.0795574293192748,1.967709056068291e-9,1.4436084737653955e-11,Down
Cers2,71.60116384429709,2.2684812287541927e-9,6.00139798140028e-9,Up
Vim,13.16464069183592,2.288914635410236e-9,2.9344203768664784e-15,Up
Slc2a3,491.4053718724149,2.288914635410236e-9,5.1988513535618364e-20,Up
Pde4a,2.830543293884363,2.405063029578819e-9,6.081339513763214e-21,Up
Chpt1,5.362443365691229,2.4350782393933485e-9,4.450675766631928e-10,Up
Egfr,39.589428372765326,2.551658967037261e-9,1.0080699611891513e-13,Up
Dapk1,4.407535135696469,2.551658967037261e-9,6.059441332546206e-14,Up
Atxn2,13.167519826777486,2.558154474346051e-9,2.167544944545278e-9,Up
Etfb,0.13141620767484868,2.675792841681928e-9,3.479770722537354e-12,Down
Aldh1l1,18.244590832218506,2.675792841681928e-9,1.2876618746254532e-13,Up
Grrp1,0.07347190330847415,2.675792841681928e-9,3.223890666305243e-14,Down
Tsku,555.25447111368,2.7226081973045946e-9,1.1557071081769538e-10,Up
Cdkn1a,14.438787751417179,3.257498135730636e-9,2.5854203016427406e-14,Up
Tmem176a,224.33239462787068,3.2612298885721684e-9,3.2504798171063903e-12,Up
Mcee,0.309538320309083,3.7675585328051966e-9,5.32916067585068e-10,Down
Fry,1981.949138335649,3.916605475912619e-9,7.709738453647849e-10,Up
Ebf1,170.26589970465926,3.982848432353221e-9,2.3386093987654615e-12,Up
Lum,0.3698235900556813,5.048076604153988e-9,2.6200718148926807e-21,Down
Adamts2,5.816192603591077,5.371880382322259e-9,3.1532265768356215e-11,Up
Cxcl13,40.14659696716531,5.902456191751292e-9,5.54614945319881e-21,Up
Ppip5k1,7.818877723258051,6.797711954489171e-9,1.0223721037894553e-7,Up
Kcna2,31.34140079528644,6.797711954489171e-9,1.14597972414577e-20,Up
Arhgef5,0.006365943762309351,6.797711954489171e-9,1.7178451788887344e-9,Down
Ces1d,0.07440065962289778,6.797711954489171e-9,9.66041264884381e-13,Down
Rnf181,2.720940873930504,6.797711954489171e-9,3.711326837644916e-8,Up
Lep,85.88181741356266,6.797711954489171e-9,1.2284831289318928e-20,Up
Plekho1,0.04090452534075275,6.810300511733376e-9,1.4215988009588092e-10,Down
Ccr2,0.040371870989777306,6.991522628754594e-9,3.064360529203181e-12,Down
Atg2a,0.777658420882641,7.369568922106401e-9,2.437428054292254e-9,Down
Vasn,7.342039435238836,7.571069539947393e-9,2.254827398406664e-20,Up
Acadm,436.7002312397997,7.694096097682703e-9,5.514431594806444e-8,Up
Dbi,7.538672596690985,7.830979827345222e-9,1.4898366648416631e-8,Up
Syap1,2.5582443190302406,9.106000369952584e-9,3.1611432250859414e-15,Up
Gimap6,0.3044697797405342,9.143771967764147e-9,5.946275620277908e-12,Down
Ccs,0.5779330893040198,9.158900390979904e-9,4.011720291424101e-18,Down
Txnip,1.0895786834951133,9.344675428825503e-9,1.5752183921415476e-9,Up
Sparcl1,0.5209528773348521,9.674152197047314e-9,3.8556476290350866e-21,Down
Sh3glb1,0.35871484897597555,1.040668100985457e-8,3.2622261215275396e-10,Down
Ifit2,0.20967485352735937,1.0601111752456108e-8,5.336801331768777e-14,Down
Mtch2,0.0512773398680507,1.2416690323722053e-8,1.0331722111992425e-8,Down
Timp4,3.3384483886290863,1.2796129599988463e-8,6.108154181344215e-13,Up
Slc28a2,0.038170749853080374,1.2972485980911555e-8,4.879624589500998e-10,Down
Cyp4b1,25.865544170382826,1.4199727510292961e-8,2.2558583252825186e-11,Up
Hnrnpk,0.24438246914101525,1.4199727510292961e-8,2.2785027045816575e-7,Down
Fam124a,13.213869225353779,1.4199727510292961e-8,2.055228337621455e-13,Up
Col6a3,0.4224376970604757,1.4262491788743306e-8,8.298249206464308e-11,Down
Dtx3,0.08725120709577411,1.4920770331284318e-8,5.509906325354658e-11,Down
Fcrls,0.2611560246452293,1.496320764944735e-8,2.935575754327003e-18,Down
Peli2,1.6323319683043023,1.5219475577886956e-8,1.1116944173782254e-15,Up
Fbxo31,25.27116854439885,1.5682300854042457e-8,7.401241644010582e-12,Up
Orc2,4.9693268802197,1.6058653784538304e-8,1.0548739151422875e-10,Up
Fmo2,28.291042304888236,1.6128611093793904e-8,1.1551269635281047e-10,Up
Abcg1,3.222818531475824,1.6498932231240077e-8,1.2721388407078771e-18,Up
Csde1,597.0527043522271,1.7157598636094713e-8,2.0892236179795182e-9,Up
Timeless,0.10305268471343486,1.733051543089031e-8,3.5489236514837384e-16,Down
Adora1,6.165252989615863,1.7861835810417614e-8,1.42730571044413e-10,Up
Colgalt2,0.07163848917692564,1.799761930407101e-8,2.9557889023733844e-12,Down
Grk5,2.1152973039120035,1.8084422422119905e-8,2.0670777550027298e-18,Up
Marcks,0.5973916082727583,1.885473313459013e-8,1.9572140433725705e-16,Down
Amotl2,43929.06872282723,2.1121823444734174e-8,1.678937374754192e-10,Up
Parva,2.8822831662671273,2.2458807448379234e-8,1.140540326136336e-18,Up
H2-Q5,0.03296622688747769,2.3198989847297636e-8,7.479636070161836e-12,Down
Enpp2,4.60038440831661,2.4741124096893197e-8,1.0077205114976883e-12,Up
Ptp4a1,37.70848061715851,2.534249505468062e-8,1.148030937932657e-9,Up
Aldh2,0.55979024330984,2.5357968970782248e-8,8.919319914042729e-8,Down
Mmp2,0.44707775747584727,2.5357968970782248e-8,9.52071141919619e-18,Down
Sgms1,18.257411645746764,2.5357968970782248e-8,1.8527916433110965e-9,Up
Znrf1,0.01798828121484496,2.5454487038501678e-8,7.133013780191203e-10,Down
Ifi203,0.02792610375192283,2.5514426826305786e-8,3.6570160930455563e-10,Down
Rere,0.5845786233521093,2.5687101722560105e-8,1.0128620723093866e-9,Down
Slc44a3,1.8531820892227846,2.684999786884737e-8,1.530494765706766e-13,Up
Slc25a3,4.142120077274662,2.9018825208067222e-8,5.243680129405076e-9,Up
Rgcc,1.5885404751998862,2.9292765461886647e-8,1.9213005713976657e-17,Up
Kif26a,0.3605078172215231,2.987271387796909e-8,8.118969544282879e-16,Down
Ppp2r3d,0.011960191503381642,2.987271387796909e-8,3.6498233036232464e-5,Down
Mbnl1,1356.9861143341916,3.060867922304423e-8,6.924966799179717e-10,Up
Sp100,0.03675984595750053,3.233830484848461e-8,3.1532265768356215e-11,Down
Col5a3,7.970766628779668,3.250665475462847e-8,5.160209959293944e-11,Up
Gm16340,0.3381027356002862,3.626724924387308e-8,5.1563205417090034e-17,Down
Apln,0.16970633295092402,3.677862449691105e-8,5.513503085124881e-17,Down
Mrpl51,0.4237197271228479,3.6872682479514464e-8,1.6682990120788085e-9,Down
Sigmar1,5.739679795086332,3.727606262586775e-8,7.922154871369231e-10,Up
Ccdc80,1932.5340159179775,3.923610294689636e-8,3.1811280638089397e-12,Up
Myrip,7.328275187939552,4.128741127883696e-8,9.359799057200806e-17,Up
Rb1,0.2853218547632006,4.625079407475594e-8,2.1567439075845501e-10,Down
Ptcd3,4.547813709960718,4.6597657610967245e-8,3.9411986077016255e-9,Up
Iigp1,0.1623791233178611,4.851092581170319e-8,1.2208122966370575e-17,Down
Alpl,0.12463789032815349,4.851092581170319e-8,2.7559643795762546e-18,Down
Psme2,0.06609270909658467,4.875435279683108e-8,1.2994260536887728e-9,Down
Ndufs1,5.287213367948878,5.014737476603754e-8,2.6238645193608548e-8,Up
Sptan1,1.1358895302418859,5.134516036815364e-8,3.737386807105837e-9,Up
Atp5b,0.22957818401883107,5.1914090941606604e-8,1.4489358396455101e-6,Down
Pid1,1.645040952598057,5.310290435188906e-8,5.388020830256457e-14,Up
Rgs5,0.30208054172460996,5.7318369606921744e-8,4.015059488402445e-16,Down
Ndufb2,0.18086320630330271,6.038968099103608e-8,1.225191723525858e-8,Down
Ptdss2,8.121317061328746,6.038968099103608e-8,5.243680129405076e-9,Up
H2-DMa,0.2611111015866406,6.097784835276893e-8,7.346918364850411e-12,Down
Fntb,7.418317677289624,6.16061266262132e-8,3.9797096483468857e-13,Up
Jam2,0.4229464699890108,6.206084722140555e-8,8.770517218158011e-15,Down
Ophn1,1.2441507045376672,6.339238126346316e-8,1.0680445593871824e-11,Up
Pop5,0.06771217547217313,6.649077838242037e-8,1.5429017084596212e-8,Down
Dcun1d3,93.54859312372344,6.832752001541965e-8,2.632038915412771e-9,Up
Mpdz,15023.940002569983,7.259957506262636e-8,4.036103178768327e-12,Up
Slc25a19,58.18824033671901,7.3625216109653e-8,2.2165795525477246e-8,Up
Hpcal4,0.4617487478832439,7.550740605533321e-8,1.2685526743981005e-15,Down
Gm14420,2.6391081303766084,7.978959173156572e-8,7.03456853409027e-10,Up
Eif1a,6.140412857104748,8.438548470865734e-8,1.946274130045913e-11,Up
Fam213a,139.07003343407385,8.990312146397076e-8,6.86467103866476e-5,Up
Acer2,1.516850657526775,8.990312146397076e-8,3.7807763607596626e-10,Up
Mfge8,2.415818470243883,8.990312146397076e-8,6.193414124679542e-11,Up
Ndufc1,0.2898237938645021,9.127195017409774e-8,1.2060167476889683e-8,Down
Ak2,0.5111579610805896,9.298460638813004e-8,7.418724046959637e-9,Down
Gimap3,0.03797103702350472,9.809511297416231e-8,1.1465783120116208e-10,Down
Ryr2,10.310406219987177,1.0548443478062893e-7,2.6174417676136652e-8,Up
Psme1,0.0014629677749465684,1.0679763007084914e-7,2.533938865070984e-11,Down
BC028528,0.10108311445553822,1.2055682878034175e-7,1.2945484339199358e-9,Down
Akap5,0.014313663616869155,1.2609364660744854e-7,2.7815011600488663e-13,Down
Hmgn1,0.6321175575585191,1.276067359002594e-7,1.3319384432937172e-13,Down
Il22ra2,11.888580768263768,1.2794199605703351e-7,3.0930048678970835e-11,Up
Micall1,2.537154590596401,1.3241032390721084e-7,1.2159559399225106e-14,Up
Myl1,0.020463943082661345,1.4065473459032527e-7,1.2289629347823393e-8,Down
Anxa1,6.930010883814989,1.4065473459032527e-7,1.1116944173782254e-15,Up
Lpgat1,7.40906209917984,1.4287314542252977e-7,3.4429094081426094e-10,Up
Chd3,0.07364784586198285,1.4774737306217977e-7,1.8275007189988126e-8,Down
Pum1,10.360852401194947,1.488931469274694e-7,1.2000709352521712e-7,Up
Fat4,0.5553933117156619,1.5302059153303315e-7,1.5768693441098698e-11,Down
Arhgef37,4.073006124020854,1.5517092017545068e-7,8.989990098235931e-11,Up
Pygm,5.452194036445841e-7,1.6595034185684756e-7,4.904653790098345e-9,Down
Epb41l4a,0.40799218568638684,1.6595034185684756e-7,1.1374384636935169e-10,Down
Lmtk2,1.5520197337865205,1.7260921894861285e-7,5.119972738961819e-12,Up
H2-M9,13.512144073107333,1.7260921894861285e-7,4.453718219958016e-8,Up
Gnai1,2.208923895030533,1.7384463590848866e-7,3.6367208840343235e-14,Up
Camk2d,6365.555958027481,1.7536932484443488e-7,2.2489055838324631e-7,Up
Acox1,3.7145947471147007,1.78287799839833e-7,1.7400508550508987e-8,Up
Nts,0.1025872525003239,1.9263033008743247e-7,6.074473477893137e-12,Down
Fam131c,0.11618603883776085,1.9450865742767767e-7,1.8887476557866796e-12,Down
Fbln7,0.043339816657244117,1.978375302162154e-7,3.573251898956074e-12,Down
Ccdc18,0.19568368357541233,2.024514399443994e-7,2.665698649480964e-9,Down
AI464131,2.959508022954045,2.0412486511546734e-7,2.7298131246163803e-10,Up
Arhgef15,0.10705887388192689,2.0559070303121413e-7,8.893752232552843e-8,Down
Spock2,2.442999204071397,2.0647800290405408e-7,1.2965463089195968e-11,Up
Kcp,0.023894082278214383,2.0908286830737602e-7,4.282922862925527e-9,Down
Stim1,1.5022075646507616,2.1664206555920084e-7,2.9617381073275063e-12,Up
Tcp1,51.34211600602895,2.3898152772889374e-7,9.625039329682764e-7,Up
Uqcrh,0.23986032625317943,2.444524844329072e-7,4.525548119158968e-7,Down
Acsl5,0.4450648813821179,2.5585871382143684e-7,1.530494765706766e-13,Down
Heph,43.07449008969371,2.634973329713728e-7,5.247871164690484e-8,Up
Ushbp1,0.5010398321340069,2.650262643374707e-7,1.7497906228611057e-13,Down
Glrx,1.8954078337786053,2.6622973940164913e-7,3.115463227914163e-9,Up
Id2,0.34379570983913366,2.680947390958519e-7,1.8524742188957251e-13,Down
Sf1,31.054981945416376,2.745970857676052e-7,0.006103109582702736,Up
Dbp,0.19634356463591443,2.786997373277649e-7,2.1237162600783343e-13,Down
Nes,0.006792901615762128,3.294909956625965e-7,4.296869492202774e-13,Down
Dnajc7,7.09649011431499,3.294909956625965e-7,4.448420772464928e-7,Up
Heatr5b,1.6024289907425957,3.3452290073397855e-7,1.4890471863661373e-12,Up
Ly6a,0.05102148102458469,3.346277820114938e-7,6.045140313332851e-9,Down
Bnip3,33.24764242526688,3.41147744148439e-7,1.6495812206735577e-10,Up
Npr3,2.7924900357375826,3.456728193019704e-7,4.562350258515836e-13,Up
Slc43a2,1697.1568486778767,3.479688669813655e-7,5.404712067362141e-8,Up
H2-T24,0.31415176197011924,3.479688669813655e-7,1.1243716723939694e-10,Down
Aoc3,3.620589880563522,3.486783815596594e-7,6.940272983058283e-10,Up
Rmnd1,2.4530087276586587,3.5062297735012716e-7,1.1566404036708301e-5,Up
H2afv,0.3994157200366373,3.5234088257255506e-7,3.047042449037157e-8,Down
Slc26a10,0.19311845587889412,3.7393933476198024e-7,6.264550064604455e-13,Down
Fzd1,1.7391210098616678,3.7409781062346796e-7,1.1551269635281047e-10,Up
Slc6a6,0.07915303730110049,3.7536658182240466e-7,1.613230995933342e-11,Down
Atf6,1.255147442893453,3.7799039646202425e-7,5.011486922042034e-10,Up
Ehd3,2.582638528790516,3.895096952279551e-7,7.556766064220695e-13,Up
Phf11d,0.06961553651330683,3.895096952279551e-7,9.940208487657584e-7,Down
Chst15,7.33684792789788,3.895096952279551e-7,1.4163188191473939e-10,Up
C330007P06Rik,16.27646361512963,3.895096952279551e-7,7.893312255202061e-10,Up
Myct1,0.45841076306580103,3.9290989841318647e-7,7.860102231564042e-13,Down
Lpin1,3.6972313067705853,4.008905663589927e-7,3.909366076814695e-9,Up
Gsta3,35.8388086276216,4.0182581260960447e-7,3.324453301735361e-8,Up
Hnrnpf,17.773405967074563,4.067129449840921e-7,1.726382297945919e-6,Up
1600014C10Rik,11.359155182979373,4.2102757344602647e-7,1.5458260726009815e-7,Up
Cdo1,1.5074177241972864,4.4106308141000276e-7,7.517625250152484e-10,Up
Itih5,1.752071219550754,4.4106308141000276e-7,1.1789127850093213e-12,Up
Pdia5,0.46752574704505123,4.414701946001639e-7,3.737386807105837e-9,Down
Itga7,2.093057751423172,4.6333017589428596e-7,1.4211544263750191e-12,Up
Apol10b,0.3792248010204915,4.6333017589428596e-7,1.4165308543699654e-12,Down
Cnnm2,3.306124188178357,4.6972939658161315e-7,1.8427462428814266e-10,Up
Dcn,1.040955567776192,4.739260186262327e-7,3.379153560731454e-9,Up
Clock,22.339931181449824,4.755257946716543e-7,2.8248346423442494e-8,Up
Fam126b,54.70288282001184,4.755257946716543e-7,4.189547693045812e-9,Up
Phldb1,9194.520478484654,4.812476208702591e-7,6.450209703026471e-7,Up
H2-DMb1,0.08822001295490467,4.812548479345279e-7,2.6145451076260836e-9,Down
Tnfsf10,0.09807292415829384,4.895604023624793e-7,1.8027430415475728e-12,Down
Naprt,0.637346018639662,4.940654975790668e-7,6.381764382904369e-10,Down
Zbtb5,2.1359155587863334,4.956091082097803e-7,5.390710646534578e-9,Up
Ccl6,11.663988105632784,5.020202899953253e-7,1.148030937932657e-9,Up
Vwa1,0.4887214929912045,5.052897441320543e-7,4.001349258503445e-12,Down
Cdr2,2.1173428857327177,5.147157330070163e-7,2.187926783063812e-12,Up
Mc5r,10.000779064378287,5.47524596177383e-7,2.6617867796441214e-12,Up
Vamp8,0.5350706385353287,5.682708548221211e-7,1.440549878801541e-6,Down
Itpkb,0.2508315570172541,5.774598288097994e-7,3.126931417999228e-12,Down
Hpgd,2.45257665842039,5.865979981634624e-7,3.2648791422089846e-12,Up
Clstn3,1.2473681098661453,5.999588669009293e-7,2.90156067753636e-9,Up
Samhd1,0.36862585622830596,6.138093031927955e-7,1.7571196284730289e-6,Down
Polr2i,0.02085451377078533,6.155793840775092e-7,5.4674017832180634e-8,Down
Srsf11,45.5158534915199,6.172502931822352e-7,8.341584648724381e-7,Up
Secisbp2l,5.5873830005883,6.20112957894538e-7,7.922154871369231e-10,Up
Ifit3,0.42498883335972326,6.359834485635147e-7,4.298960849845396e-12,Down
Dhrs7,0.5796686152911388,6.72774837422521e-7,5.119972738961819e-12,Down
Nktr,273.912172531112,6.841570181580324e-7,2.948582715417032e-6,Up
Pdcd4,0.20737432461712502,6.896087815315403e-7,1.4934547449356935e-9,Down
Wwc2,1.4179521916378888,6.896087815315403e-7,3.358885460507237e-8,Up
Ttpa,642.8083555251321,6.896087815315403e-7,5.182049149386404e-9,Up
Kank1,11.290498025327539,6.96806852442447e-7,5.76550151232167e-9,Up
1700037H04Rik,0.29158284343746266,7.090494179841629e-7,2.9736873481464237e-8,Down
Tap2,1.134169927912606,7.100552853400134e-7,5.682136706577169e-10,Up
Gbp2,0.34775462718100203,7.100552853400134e-7,6.359542945977856e-12,Down
Tbcd,0.6743042178940866,7.185365254025091e-7,2.421106172336958e-9,Down
