target_id,fc,lrt_qval,wt_qval,Direction
Dclk2,0.5120749275788284,5.016891596215472e-4,1.2059897919129013e-4,Down
Ubxn2a,1.3415103475185077,5.038474047503736e-4,0.001195169457036921,Up
Sec22b,1.2019708357311818,5.038474047503736e-4,0.003196358558414715,Up
Cct5,1.1067162977998564,5.038474047503736e-4,0.02543303439540179,Up
Plaa,1.170064930759337,5.062532501261989e-4,0.013706329004929995,Up
Dtx4,2.133833339461298,5.062532501261989e-4,7.535494256184953e-5,Up
Amotl1,1.3989839669325588,5.062532501261989e-4,3.3360059496644783e-4,Up
Fam177a,1.4371218039345535,5.063077471410171e-4,2.0143197321324688e-4,Up
Abcc5,1.1198752327257315,5.063077471410171e-4,0.0733259629036436,Up
Atp6v0b,1.0126425762453442,5.079801350900895e-4,0.16358123563889782,Up
Rdx,1.1526784517446491,5.079801350900895e-4,0.002316108151805674,Up
Cog2,1.2861779328373097,5.079801350900895e-4,0.0025361629600882014,Up
Pi4k2a,1.405448955310324,5.079801350900895e-4,2.2792745501126852e-4,Up
Copb1,1.3665734574860282,5.082766952235285e-4,5.566737388798461e-4,Up
Cd320,1.2936918668048676,5.111425703326793e-4,0.0012033682452842148,Up
Orc2,1.2891992209828296,5.12161865046048e-4,0.0023498216385516636,Up
Atp5j,1.0674712960848336,5.131301828701166e-4,0.10198129528791496,Up
Kpna2,1.4687198699065336,5.151787268526883e-4,7.876054014443139e-5,Up
Ccdc85b,0.5885950099694323,5.179508833507553e-4,7.956661882423585e-5,Down
Tst,0.4615710444490551,5.179508833507553e-4,7.956661882423585e-5,Down
Neil2,0.4763430231970437,5.200622714513622e-4,8.00987252427819e-5,Down
Agt,2.105714866307053,5.207963465515925e-4,8.030688888476946e-5,Up
Zmiz1,1.360724764655831,5.211603219872103e-4,4.981264579128797e-4,Up
Gba2,0.6712746493796182,5.266297200196563e-4,0.0014904911441023414,Down
Tango2,1.3096809574787107,5.278221552740308e-4,0.004445755843321634,Up
Epn1,1.1254183336787908,5.278457152275575e-4,0.007984758974932414,Up
Pfkfb2,0.9389548812771802,5.29324344980121e-4,0.0018933728616073726,Down
Fam98a,1.4006104539492001,5.313457229381127e-4,6.633115792577367e-4,Up
Rpl7a,1.0871025126628924,5.323113037320403e-4,0.02853172024973524,Up
Ndufb2,1.1902562786766533,5.377861282469303e-4,0.03942539140060365,Up
Psme2,0.9013196304572969,5.388904798560438e-4,0.019795361277498414,Down
Gm14403,1.5277258787133416,5.420318235472025e-4,4.5961469192757736e-4,Up
Sgk1,1.3146325752749313,5.431374537250965e-4,7.835665356163793e-4,Up
Tnip2,0.7231785010646844,5.454553657316633e-4,0.0068243696304131195,Down
Stx17,1.0798216811733492,5.480466890463523e-4,0.005332752612642696,Up
Farsb,1.2858967054523265,5.480466890463523e-4,3.5529870715207484e-4,Up
Exoc5,1.181876885367822,5.480466890463523e-4,0.015076798724114318,Up
Tspan5,1.4101728779577944,5.493357203765452e-4,3.7250539921736644e-4,Up
Snx14,1.2409930616697231,5.535616936588862e-4,4.0353849076373965e-4,Up
Snap29,1.3596464384691072,5.544108359098848e-4,6.066687660531757e-4,Up
Erp29,1.0841957641498259,5.560144084740418e-4,0.04358418556637795,Up
Mmp3,3.1473896935998242,5.560144084740418e-4,1.2088081502197097e-4,Up
Them4,1.5781086736142587,5.561886147220582e-4,9.138384999682452e-5,Up
Mkks,1.4892445305362942,5.561886147220582e-4,3.725711853888795e-4,Up
Aard,2.433953189728166,5.561915433420364e-4,9.140006813238631e-5,Up
Map7d1,1.0604610910379588,5.571552881296071e-4,0.0021347836345242304,Up
Desi2,1.1836789807686872,5.57500961075876e-4,0.007416016403482356,Up
Mtap,1.4718194628597416,5.57500961075876e-4,9.204656854365201e-5,Up
Dph3,1.0780228309210453,5.57500961075876e-4,0.0035369751370631633,Up
Fbxo21,0.5586073066654695,5.580999121546138e-4,4.8379071586985504e-4,Down
Cox15,1.411759116165395,5.587275434882907e-4,3.815776891574308e-4,Up
Eif4a-ps4,11.006669224757985,5.618935429018236e-4,9.36833091541462e-5,Up
Tanc1,1.378577350311016,5.655665204236594e-4,3.0012993717559543e-4,Up
G630090E17Rik,2.150585275839813,5.674822436247593e-4,2.8280846151594716e-4,Up
Bst2,0.5810244320311507,5.695583373028219e-4,9.625486299646895e-5,Down
Atp6v0a2,1.1904366713448424,5.695583373028219e-4,0.003050856007492739,Up
Trbc2,0.3689657402406866,5.695583373028219e-4,5.921065158808256e-4,Down
Prep,1.3632836963865655,5.701768831750998e-4,9.512576315109088e-4,Up
Hspd1,1.4154624457781082,5.702539345640568e-4,3.6235260371719454e-4,Up
Ifi35,0.9226599742087515,5.752410959446166e-4,0.028363955432232572,Down
Ankhd1,1.0277895360593725,5.765324003180297e-4,0.008915332290280742,Up
Psmb4,0.9555422806257162,5.78145689044838e-4,0.019224428573963323,Down
Luc7l,0.8127840894863526,5.78301038087917e-4,0.013502570006795068,Down
Gpr4,0.5970707673989846,5.78301038087917e-4,9.958038181086555e-5,Down
Tmsb10,0.6951454944412886,5.789045340584071e-4,8.853636391236767e-4,Down
Tbc1d9b,1.212852404739281,5.794991043709807e-4,0.005199876378360575,Up
Slc45a4,1.3030584924710042,5.830195461810465e-4,2.2121736680763665e-4,Up
Mob3a,1.4240225195926388,5.830815565207097e-4,3.3244448057401476e-4,Up
Taf11,1.1922769743313888,5.830815565207097e-4,0.006587362334286935,Up
Chst7,0.4951097321172098,5.830815565207097e-4,1.0109080308253291e-4,Down
Wdr77,1.109189350649734,5.842490911650819e-4,0.011656299242043878,Up
Dalrd3,0.8225702262080746,5.843463889359272e-4,0.009221424540927869,Down
Dab2ip,0.7145142407462971,5.846068024101982e-4,2.297806358409446e-4,Down
Txndc5,1.273829191944888,5.866695658889437e-4,0.001264462578839429,Up
Timm10,1.529106862043394,5.888790837200354e-4,1.606359569662464e-4,Up
Rbm39,0.8310618004113577,5.924617669104214e-4,0.32436362088871834,Down
Abtb1,0.7316808597376782,5.940679641012948e-4,0.0011486715912280147,Down
Tmem65,1.5068620272871964,5.947258009048761e-4,1.0501705606308588e-4,Up
Fam234a,1.334125813408108,5.947258009048761e-4,4.8652223040572095e-4,Up
Slc3a2,1.3474876392681818,5.955802928676579e-4,0.0010416071826841067,Up
Ube3c,1.3621396885394639,5.985338475680094e-4,0.0010464045454677516,Up
Sec16b,0.9059652112157557,5.985338475680094e-4,8.620843424732115e-4,Down
Cmpk2,0.5804895714984202,5.988593528893438e-4,1.0636867355696013e-4,Down
Anxa1,2.1339960649937946,6.015021064112686e-4,8.959251670887476e-5,Up
Col4a3bp,1.1371339028116736,6.040028023339212e-4,0.005547243304092836,Up
Arhgef12,1.290801203873423,6.040131113954062e-4,0.0019044999961408628,Up
Ripk1,1.1889552429988697,6.057316664971134e-4,0.0032382453966193687,Up
Dnm1,1.5499851322923692,6.062126171141109e-4,0.0012274761241991934,Up
Sptbn1,1.1534254297594537,6.062126171141109e-4,3.178743067542023e-4,Up
Hnrnph1,0.8674663876016979,6.062126171141109e-4,0.0028209914276285733,Down
Fam117a,0.6749500381366944,6.06613033285917e-4,1.1614576132939628e-4,Down
Dlst,1.4110768100941442,6.076424099417716e-4,2.8223299161566154e-4,Up
Phf23,0.9240521790792817,6.076424099417716e-4,0.00392512133706914,Down
Cdk16,1.0955844840172528,6.076424099417716e-4,0.033772477016576985,Up
Prpf38b,0.7864376864783724,6.107766975569997e-4,0.044693857324817066,Down
Tmem199,1.2961696137967609,6.107766975569997e-4,0.0027936729815351137,Up
Cxcr3,0.3525829138633181,6.144747537194994e-4,7.592159197019932e-4,Down
Kif16b,1.2900074214299542,6.169971969742716e-4,5.602475949857553e-4,Up
Smim11,0.6901197785100237,6.196360808950157e-4,8.68007516070743e-4,Down
Lmna,1.0947631382728622,6.196833018892069e-4,0.016001869266023858,Up
Rngtt,1.2505752719733574,6.231044902659203e-4,0.003697799754605343,Up
Tor1aip1,0.9665757097367083,6.310005183024005e-4,0.001303326775213327,Down
Armc1,1.3609245439706517,6.31313073825361e-4,6.568765642482716e-4,Up
Etfdh,1.4538280206709573,6.350005517488106e-4,0.002440646995049485,Up
Ttc7,1.1228826814228878,6.361533613133094e-4,0.0011828221571496302,Up
Eif2b5,1.3362847193501164,6.367580010728226e-4,0.001005928274728296,Up
Hnrnpu,0.8193960848735811,6.368362312319955e-4,0.015751113096222565,Down
Gss,1.1702876260981554,6.371193788945208e-4,0.0028883842628061812,Up
Rps14,0.8548935595942496,6.374968764314653e-4,0.003040407260170824,Down
Ptma,0.6643763923624567,6.374968764314653e-4,7.069203972561755e-4,Down
Vdac1,1.2333554268995897,6.396730367856667e-4,0.0036323961137500146,Up
Pck1,0.5553241853292429,6.396730367856667e-4,4.588740129076894e-4,Down
Gatad2a,0.9841192554458729,6.398874413095265e-4,0.0018139691085080252,Down
Actr3b,1.6759683715113067,6.399272682088391e-4,5.226000078249107e-4,Up
Smurf2,1.2172294315905052,6.399272682088391e-4,0.005570662937717733,Up
March7,0.8220243184520113,6.399272682088391e-4,0.013885950103990024,Down
Pitpnb,1.1405760618705871,6.428388189754553e-4,0.010141058542647446,Up
Ccr2,0.596963905745481,6.4309026263486e-4,7.862431726980262e-4,Down
Dtymk,0.9331763190966791,6.439207313948667e-4,0.29708229528324087,Down
Hp1bp3,0.9012720971217432,6.459111844169458e-4,0.016520678280815677,Down
Tmem168,1.0288363217835583,6.469948639226873e-4,7.244679366423507e-4,Up
Itpk1,1.434427141878595,6.499138642372108e-4,1.7270170057717395e-4,Up
Farsa,1.0906171722842517,6.523098142575665e-4,0.015149346179551042,Up
Rab6a,1.2324591372475964,6.533816560088119e-4,0.006587362334286935,Up
Nbas,1.3979393983686395,6.555211125149699e-4,2.6475487847933785e-4,Up
Islr,1.8588433587731013,6.559857788161493e-4,3.3632262872224696e-4,Up
Hephl1,34.238289829248764,6.581513148259927e-4,1.283697310929696e-4,Up
Wdr7,1.3581644518265226,6.590949343073202e-4,8.571847166735657e-4,Up
Fam181b,0.4354348501401582,6.598219151629915e-4,4.2958207319148545e-4,Down
Xpo7,1.0038156654447448,6.606065235747567e-4,0.010384880992688743,Up
Dfna5,1.7743728175676896,6.606065235747567e-4,1.4719721166006603e-4,Up
Hnrnpab,1.0936665742030467,6.606065235747567e-4,0.012589464069458512,Up
Zbtb7a,0.9551212735087565,6.606065235747567e-4,0.017322018731595386,Down
Sall2,0.6310815912230663,6.614238739039231e-4,3.178743067542023e-4,Down
Cab39,1.185344058778881,6.639912982928486e-4,0.008465670811572745,Up
Isca2,1.5041316648050127,6.697639414845571e-4,1.3299782935479316e-4,Up
Hspa5,1.3791047818808537,6.701243659826603e-4,0.0010378389314491016,Up
Slpi,2.4955812699582385,6.701243659826603e-4,5.043421954526987e-4,Up
Gaa,1.3148986099906712,6.744479137687709e-4,2.8492100536485607e-4,Up
Emc7,1.3648344496173943,6.752411811919215e-4,7.232111581328062e-4,Up
Rapgef1,0.9198860512869275,6.765023112727135e-4,2.762797312266884e-4,Down
Ppid,0.9311852060359378,6.776701785559067e-4,0.011162126789590606,Down
Mpp6,1.4701509290896997,6.787336414128563e-4,9.509685091234225e-4,Up
Dgkd,0.8483191967693101,6.79475331113863e-4,3.4054578913613644e-5,Down
Vezt,0.8980131062941739,6.824922487872575e-4,0.06682384860730153,Down
Trmt2a,1.0770149393263755,6.828675417021107e-4,0.02590946739076929,Up
Ddx47,0.945991133300131,6.828675417021107e-4,0.05313011430043201,Down
Dcaf8,0.8908427565180401,6.854589539158681e-4,0.5218959598738442,Down
Gmppb,1.3156969977673034,6.854589539158681e-4,0.0010061362375400188,Up
Car7,0.4083261607492074,6.859393862875334e-4,2.297806358409446e-4,Down
Rpl7l1,1.3662385063456675,6.859393862875334e-4,9.040066591603851e-4,Up
BC017158,1.2005873713366508,6.871008395304412e-4,0.05549200918193683,Up
Slc7a8,1.9597242256065137,6.872794863738362e-4,0.00014008286939883638,Up
Ablim1,0.8910318408221617,6.872794863738362e-4,0.004889603055477241,Down
Ascc3,1.3868892985124774,6.927364740651337e-4,5.278459138124822e-4,Up
Tubb4b,1.4682444519823867,6.930650370662621e-4,8.585614290072776e-4,Up
Rnpep,1.2319310096671547,6.943762795551535e-4,0.012348472599169392,Up
Cnot3,0.9734480296521972,6.954664458109922e-4,0.023765055349439405,Down
Gigyf2,1.0806966855716456,6.955536006884081e-4,0.0028803757432940063,Up
Usp39,1.2094484794787614,6.998899092200522e-4,0.028830132094129598,Up
Acadsb,1.0889574922986758,7.040239924754712e-4,1.1289065578877899e-4,Up
Pgm3,1.5824394136935995,7.062203530273556e-4,0.0015886180058265207,Up
Leng8,0.7720544206272542,7.062203530273556e-4,0.004473623108523935,Down
Uqcrc2,1.2535175505144729,7.062203530273556e-4,7.458476340885586e-4,Up
Qpctl,1.4945963676520895,7.062203530273556e-4,2.3442893236974742e-4,Up
Chd4,1.0244733990294133,7.097670171072152e-4,0.030428805901015807,Up
Mill2,0.6991084701497369,7.135828122832736e-4,1.5343729763475183e-4,Down
Plce1,1.1746804087272116,7.135828122832736e-4,0.003347574902082203,Up
Clec16a,1.2584696204518186,7.13684702027727e-4,0.034230817553073105,Up
Agap3,0.8675984749410545,7.144956639833359e-4,0.007975935878047784,Down
Sec16a,1.233515229903888,7.15661740392905e-4,0.005057682870439862,Up
Ust,1.8618312582984446,7.15661740392905e-4,1.5255438810157405e-4,Up
Spns2,0.6005008016257843,7.15661740392905e-4,4.449852576642933e-4,Down
Gdap2,1.3769948780343426,7.191779719126051e-4,3.4986231541011143e-4,Up
Pgam1,1.4981231420516525,7.19365858615224e-4,1.5367705291473725e-4,Up
Gbp3,0.466198708595367,7.240256388036554e-4,3.8159372256404213e-4,Down
Tmem50b,1.388054649329663,7.2417770595685e-4,2.474873467342194e-4,Up
Ppp1r12c,0.8748801580525024,7.250782860448271e-4,0.018732746106638432,Down
Tmem129,1.2980892315637529,7.27025331046666e-4,0.0076557500929598146,Up
Atxn7l1,1.090069820016119,7.27025331046666e-4,0.009695684576710452,Up
Zhx1,1.347164297388476,7.297119808615454e-4,3.496637567150278e-4,Up
Ccnl1,0.7825984325385987,7.303186977910404e-4,0.039097571749153376,Down
Apmap,1.4318927282375804,7.306090454964905e-4,8.933130664156775e-4,Up
Scamp3,1.3699707609209772,7.310337617336698e-4,0.012432927437398324,Up
Zbtb16,1.7075905272938219,7.314333789104789e-4,1.593794382302742e-4,Up
5730508B09Rik,1.4767973560909773,7.319333991219059e-4,5.153627309360309e-4,Up
Rhod,1.4861240042449904,7.321125388360603e-4,8.441430921832866e-4,Up
Apeh,1.1585319006019317,7.33119326487904e-4,0.009009697605681254,Up
Lbx1,6.162729536267752,7.334985313331251e-4,5.406001068726561e-4,Up
Atp10a,2.115577257824875,7.3461349033957e-4,1.6096510448573227e-4,Up
Ergic1,1.5477061697153065,7.356404314585132e-4,6.00269842264551e-4,Up
Syt12,2.0245696749727777,7.372620063842376e-4,2.762797312266884e-4,Up
Limk2,1.1182441340262133,7.372620063842376e-4,0.0075811084038224525,Up
Ybx1,0.9092498567429355,7.3879615309595e-4,0.023106830950208615,Down
Gadd45g,0.6147789267377541,7.395263365192026e-4,6.249200145457529e-4,Down
Tcf4,0.7070557898649859,7.395499512947029e-4,8.009166250348478e-4,Down
Map4k4,1.1920735813058503,7.42706946928715e-4,0.001757401638885473,Up
Pcca,1.6816807844996073,7.42706946928715e-4,3.2753509487896314e-4,Up
Atf7,1.062649588897127,7.427797805194952e-4,0.02076826518457298,Up
Ephx1,0.724965437092559,7.428804985381034e-4,5.44457831234961e-4,Down
Trim30a,0.6760363171664928,7.428804985381034e-4,1.8288761609111434e-4,Down
Prickle3,0.7280721688810275,7.437398472618025e-4,0.006122954154563712,Down
Xylt2,0.7346857487640618,7.449359222191562e-4,0.0015919870462994005,Down
Actr1b,1.174483497600995,7.455531094401791e-4,0.02771094050416849,Up
Kif1bp,1.047446352236176,7.455899301071861e-4,0.0050349150571819224,Up
Pkd2l2,0.6590167198563432,7.45727404487739e-4,0.0023220001751074197,Down
Slc35e1,1.3392686252166603,7.45727404487739e-4,0.0012278613710632168,Up
Nfix,0.8752139463958821,7.463947676779025e-4,0.005263945552278416,Down
Tmem120b,1.5889633285328073,7.475736145321303e-4,7.262318020313475e-4,Up
Lvrn,2.0056176256698404,7.50042383149597e-4,1.6952337002912595e-4,Up
Tmem57,0.908275347477054,7.513927388222907e-4,0.040767788279227175,Down
Spock2,2.843326894022176,7.543199009526796e-4,1.7108577012236423e-4,Up
Rheb,1.1531480487918082,7.546543834128273e-4,0.02059127494293012,Up
Cyfip1,1.2711915262533031,7.567722118764799e-4,0.0010979115603423487,Up
Clptm1l,1.3650928036409085,7.587333890333295e-4,5.043421954526987e-4,Up
Mtch1,1.295924964679899,7.609038772357731e-4,0.005997201492154135,Up
Fcgr2b,1.704882004642481,7.621632031321389e-4,0.002981122249118532,Up
Marc2,0.8957793317652029,7.661005548518661e-4,0.020899140185048414,Down
Ept1,1.3900514715335817,7.671425538926885e-4,0.0017487725734106835,Up
Trpv3,0.40563204389548396,7.692156817335532e-4,1.7773678051508465e-4,Down
Pdxdc1,1.2866179711835248,7.692156817335532e-4,0.00783384382676883,Up
Pim3,0.5589075352816024,7.692156817335532e-4,1.77700273947554e-4,Down
Ola1,1.381370344430032,7.779129298740028e-4,6.902118877664496e-4,Up
Aff1,1.35427751851781,7.779129298740028e-4,4.906186392137423e-4,Up
Alg11,1.2065241440848853,7.788973024888987e-4,0.0011496092064495294,Up
Gimap6,0.6307769526850485,7.799176186151273e-4,6.621691853463918e-4,Down
Ak3,1.6157450433266782,7.802662709078205e-4,1.3786157389257184e-4,Up
Eef1d,1.0840995658004537,7.805341977153921e-4,0.03539395881513573,Up
Tomm6,1.1834014074306054,7.957064855302793e-4,0.0013371794700629287,Up
Lmo7,0.6233865869617025,7.960941399721411e-4,9.49286157198762e-4,Down
Golph3,1.3839597855607957,7.972985315123247e-4,3.3360059496644783e-4,Up
Aup1,1.0163930639876164,7.989845847005791e-4,0.07853710653588337,Up
Anxa6,1.2863024987810618,7.989845847005791e-4,0.0022867893595274573,Up
Zak,1.2531405558955566,8.012395122262588e-4,0.0019568369599635912,Up
Dpm2,1.0726526988248442,8.029614973672092e-4,0.01060478997012242,Up
Pdss1,1.4346737411016726,8.070222718846812e-4,0.005552341105344711,Up
Rdh11,1.5560355035813875,8.070222718846812e-4,1.413563965552228e-4,Up
Gtpbp2,0.8316851565043062,8.088888341796004e-4,0.48380776156379535,Down
Ppp6c,0.9982786794613207,8.088888341796004e-4,9.429151928796727e-4,Down
Bcl2l11,0.7005650142934123,8.096569400297973e-4,0.0010342507153558755,Down
Galnt2,1.5132802363790887,8.106941893584247e-4,4.673931654020881e-4,Up
Phf8,1.3049967896577814,8.123803328099049e-4,6.394287362094853e-4,Up
Car5b,1.7217142059112316,8.13952609732331e-4,3.815776891574308e-4,Up
H2-T10,0.46628215920268956,8.165693460680977e-4,0.0017961067266917118,Down
Rexo2,1.4743407225773324,8.170899666024343e-4,2.001608262611069e-4,Up
Colq,12.52605770537403,8.209525612290083e-4,2.0143197321324688e-4,Up
Mafg,0.8360953220321253,8.237161432902774e-4,0.16078432874506712,Down
Sec23a,1.3135101598120207,8.279735525996962e-4,0.0016552079807816307,Up
Rassf8,1.2626309304048704,8.33384194672364e-4,6.034310026932173e-4,Up
Ccdc132,1.0027456488392144,8.33384194672364e-4,0.010947835283604667,Up
Gtf2i,1.0709710535447936,8.33384194672364e-4,0.006517747335511355,Up
Rsu1,1.4321402951000375,8.342905935589393e-4,5.224160748307285e-4,Up
Oxct1,1.3761699182731197,8.365409308155558e-4,0.0011486715912280147,Up
Thumpd3,1.0967272492825988,8.400481264718638e-4,0.04782020673629112,Up
Upk3b,2.92202507212342,8.429041357073153e-4,2.1109941176371605e-4,Up
Rexo1,0.9359447721871158,8.429041357073153e-4,0.06761088826105399,Down
Fam214a,1.9564420670562026,8.489271829779376e-4,7.122964795593003e-6,Up
Mrps5,1.0359768714438231,8.516504132181606e-4,0.23094022574438275,Up
Ftsj3,1.4623976620602128,8.52057031857656e-4,0.0011552471585587506,Up
Sorbs1,1.7332677574567636,8.528751999391518e-4,4.2488046917431944e-4,Up
Ppig,0.91167024034817,8.534482325231213e-4,0.003279030503243486,Down
Grb10,1.292881030479182,8.576753130061656e-4,4.177251661534246e-4,Up
Mycbp2,0.9400284346065341,8.6022443461196e-4,0.005678019613309636,Down
Nif3l1,1.2967736274163397,8.6022443461196e-4,0.004542217759870465,Up
Trabd2b,1.795644437878611,8.608800651566701e-4,2.198178975095013e-4,Up
Ikbke,1.102916683402363,8.608800651566701e-4,0.011434224768279712,Up
Fam198b,1.8106293130313738,8.616599515338723e-4,7.036275986171492e-4,Up
Stat2,0.7398114325255714,8.629567559814341e-4,7.531354185099946e-4,Down
Ube2l6,0.7022345184090389,8.637822198624157e-4,2.2121736680763665e-4,Down
Cxcl13,5.6998425707575,8.694206737667968e-4,2.2351531971359536e-4,Up
Gps1,1.1894657901923378,8.724268869604301e-4,0.03986398546307692,Up
Acaa2,1.3856345105699972,8.736022614375223e-4,3.302580543728625e-4,Up
Ranbp1,1.2078478144921283,8.736022614375223e-4,0.033043533513813325,Up
Lmo4,0.7853631485282816,8.736022614375223e-4,0.0016612381200207026,Down
Npff,0.5835297358871079,8.794303941587377e-4,7.297292523199728e-4,Down
Alg8,1.4885741533157846,8.795604769527058e-4,7.973384227932457e-4,Up
Cnot7,1.0556435559642439,8.799831110188715e-4,0.0066940075231769645,Up
Acp6,0.9682746310901492,8.859408351243719e-4,0.26447208066317895,Down
Irgq,1.3555592678891242,8.897456077904529e-4,8.556384872372761e-4,Up
Ergic2,1.0902182481430467,8.899622485325532e-4,0.07056909416250703,Up
Ykt6,1.3904733128528504,8.901780348814165e-4,0.002135861214579296,Up
Zdhhc9,1.4359974626270657,8.938432405491142e-4,9.292061582040884e-4,Up
Ubr4,1.053792786338393,8.984182406058e-4,0.05552477954026795,Up
Camk2d,0.9369759964057337,8.984182406058e-4,0.031779261754213806,Down
Gm3468,0.46652443086214174,8.985756136468192e-4,0.0010961132578550335,Down
Utrn,1.7021490067140863,8.991361941495407e-4,2.3668907788287652e-4,Up
Psmd6,1.241002014670352,9.039871258355733e-4,0.008490493504925733,Up
Ankrd46,1.3359015871025781,9.068901507628517e-4,0.0014292229029199115,Up
Gm9581,1.8241187986492724,9.079318058132658e-4,2.4095448504439173e-4,Up
Ppia,1.1098669872982054,9.110540020786636e-4,0.056376604732639564,Up
Ccdc183,0.42403052453987317,9.110911882179446e-4,9.450298496384053e-4,Down
Mapre1,1.0190852294102466,9.111045208565223e-4,0.07584145275631775,Up
Gm4723,1.6651083473428145,9.155868891184226e-4,5.217948052418942e-4,Up
Cd209e,7.781729034974306,0.00092277529392711965,2.4738226485136234e-4,Up
Rpe,1.6166998860176114,9.265962153137222e-4,0.0012904087444252919,Up
Suclg1,1.338998943959833,9.270115578674773e-4,0.003372504509573067,Up
Tex2,1.398723250168149,9.287861240174387e-4,2.944030694857447e-4,Up
Sugct,0.6030183169046343,9.306164281798018e-4,7.122914856697886e-4,Down
Amz1,0.41243139882172164,9.306164281798018e-4,6.611012508335743e-4,Down
Fam188b,0.6690275786475162,9.30896497557035e-4,0.0013371794700629287,Down
Micall1,1.5346712397824667,9.30896497557035e-4,2.515866971939919e-4,Up
Ang,2.027441905919969,9.320296759090722e-4,2.3039079426360367e-4,Up
Kmt2b,0.9065940596019432,9.371963177200337e-4,0.00818566847954162,Down
Pfkl,1.5197852106247605,9.390196089051573e-4,3.475304886523505e-4,Up
Ring1,0.7862209865902468,9.434253063839559e-4,0.008662236140869887,Down
Hacl1,0.9206034624568339,9.483818216691104e-4,0.0011374892327900537,Down
Oard1,0.7250064099503534,9.518316815022062e-4,0.0035369751370631633,Down
Zfp521,1.462381059980665,9.525253294050744e-4,7.50623182175241e-4,Up
Aldh1a1,1.9001832858813128,9.540957834579226e-4,2.631794954646781e-4,Up
Megf10,0.3249295715902995,9.556418386205212e-4,5.113581093818796e-4,Down
Acot8,1.068024703420637,9.563002821995272e-4,0.0072467145842377585,Up
Stx18,1.201922208749565,9.59126512176672e-4,0.04418544232744305,Up
Mob1a,1.0749971578356596,9.661575412893656e-4,0.0024250930787382973,Up
Pald1,0.6811937589697454,9.661575412893656e-4,2.697349945801385e-4,Down
Camsap2,1.1316842300869463,9.661575412893656e-4,0.02187874475153714,Up
Rps15a,1.0098705713399063,9.731780718521609e-4,0.10947310239266139,Up
Sdf4,1.1274327131184665,9.78342598617721e-4,0.1587175238792707,Up
Dmxl2,1.1099801327298398,9.787839678780338e-4,9.89298208087802e-4,Up
Ppip5k1,1.2791996071745693,9.793412089505336e-4,0.0017713500961339193,Up
Tsc22d4,0.8961695454371537,9.793412089505336e-4,0.010239345368702874,Down
Rpp14,1.4029685255119635,9.829946455848198e-4,8.109164364038776e-4,Up
Pink1,0.8423747744711091,9.866810306101087e-4,0.005967003436802334,Down
Bcl2l13,1.3992227872341119,9.867739353623904e-4,0.001488068416182322,Up
Padi4,3.3559290295818123,9.867739353623904e-4,2.7893097581707877e-4,Up
Aqp1,0.6030904029023879,9.869010709288018e-4,2.7939529409839504e-4,Down
Nhp2,1.4306298238840058,9.869010709288018e-4,0.001933512152902184,Up
Fabp5,1.5697323027026977,9.908234893178532e-4,6.49412011220938e-4,Up
Cdc42se1,0.9695294614084011,9.97364722425972e-4,0.016240779616306836,Down
Rgs7,2.5364000639059743,0.0010031367148181417,0.0016354631454141132,Up
Fam21,1.3229575935220708,0.001010018364966755,0.03248917632601843,Up
Npepl1,0.8538380091558031,0.001010018364966755,0.0014281069483086293,Down
Nkiras2,1.432793696658299,0.001010018364966755,0.0019833601219985766,Up
Pptc7,1.3601358826502696,0.001010018364966755,0.0013536102658750885,Up
Zfp652,0.8917013669447588,0.0010107237154006756,0.013232870284136264,Down
Dnajb6,0.8938416399449441,0.0010146735275490834,0.0600130571967361,Down
Dazap1,0.9265823348676445,0.0010155817547955058,0.1033430397213261,Down
Uba5,1.1854582307874115,0.0010160330348774067,0.1251741027822324,Up
Gm42715,0.6232135556335873,0.0010180311646515987,8.209775172973201e-4,Down
Sirpa,0.7501158684159619,0.0010181640300991925,0.0036458505589653323,Down
Ndufaf4,1.313035691270589,0.0010193755209278713,0.006979718861747171,Up
Sar1b,1.337142322435464,0.0010193755209278713,0.001982228820326557,Up
Oxnad1,1.178690447179647,0.0010193755209278713,0.006754208194245193,Up
Zranb1,0.7415744696058985,0.0010213833642509081,8.497730389635092e-4,Down
Acrbp,0.6014305545029119,0.0010301757835024569,0.0018613865588828235,Down
Atxn2,1.1283262689952178,0.0010308881005445377,0.10010392709486932,Up
Matn2,1.8447513265873057,0.001035503500519966,3.054447682180315e-4,Up
Scfd1,1.331906725095805,0.0010360458850921677,0.0015799345740177967,Up
Lrig1,0.6992267314175646,0.0010360458850921677,9.248736867486924e-4,Down
Wtap,1.1770867597389776,0.0010369694879885617,0.013223084030887572,Up
Tigar,1.4518949157495318,0.001037708030111514,0.0016191945016663272,Up
Sod2,1.4037746549562518,0.0010400665348352153,7.458476340885586e-4,Up
Mdfic,1.31513050198974,0.00104131924401685,0.001616954115635541,Up
Ufsp2,1.239927583375309,0.0010430361029538414,0.003948226808593922,Up
1810011H11Rik,0.545984478969213,0.0010430361029538414,3.9331842549372964e-4,Down
Dpcd,0.8544762338608048,0.0010440510761025351,0.006122954154563712,Down
Trappc9,1.2872280563746175,0.001044067112804655,4.754881028850712e-4,Up
Vps13c,1.4940987601816071,0.0010493598302513832,3.1457281851179116e-4,Up
Pmpcb,1.2908474086954622,0.0010517500807569907,0.001559368982483999,Up
