target_id,ens_gene,ext_gene,external_transcript_name,fc,b,lrt_qval,wt_qval,Direction
ENSMUST00000218034.1,NA,NA,NA,0.2699540018868981,-1.2956330643236362,9.551324966351045e-8,1.55022934711662e-29,Down
ENSMUST00000173975.1,ENSMUSG00000035929,H2-Q4,H2-Q4-002,0.30441955287013517,-1.186685384159259,2.5060538151843776e-7,7.768283100754842e-26,Down
ENSMUST00000089465.5,ENSMUSG00000050014,Apol10b,Apol10b-001,0.37073195217417804,-0.9976014092270914,6.413930285297215e-7,1.1133192884463637e-14,Down
ENSMUST00000174699.7,ENSMUSG00000073409,H2-Q6,H2-Q6-001,0.2752862344709076,-1.3088510582222952,6.413930285297215e-7,2.9869266150133216e-21,Down
ENSMUST00000040828.5,ENSMUSG00000073421,H2-Ab1,H2-Ab1-001,0.25451386141553894,-1.3751575889460066,7.536164508094588e-7,5.228977896954728e-20,Down
ENSMUST00000173788.1,ENSMUSG00000060550,H2-Q7,H2-Q7-003,0.3470800547426172,-1.0585149944316647,1.0563318432572278e-6,5.863647195338424e-19,Down
ENSMUST00000074557.9,ENSMUSG00000060586,H2-Eb1,H2-Eb1-001,0.24874434693703362,-1.4047250051483846,1.24176622275149e-6,1.987149091671868e-18,Down
ENSMUST00000025196.8,ENSMUSG00000024338,Psmb8,Psmb8-001,0.3464703831200861,-1.0487107118391474,1.287303873749932e-6,3.028477986312061e-18,Down
ENSMUST00000130287.1,ENSMUSG00000031147,Magix,Magix-002,0.27290126175678653,-1.3177722300292776,1.3317718930470483e-6,2.6152543273463187e-12,Down
ENSMUST00000112871.7,ENSMUSG00000061353,Cxcl12,Cxcl12-002,0.2782518487671862,-1.241066755519694,2.401261446152457e-6,1.8160822312535785e-16,Down
ENSMUST00000068063.3,ENSMUSG00000078922,Tgtp1,Tgtp1-001,0.25493665666930687,-1.3572497351431851,2.401261446152457e-6,1.8109979758040853e-16,Down
ENSMUST00000057019.8,ENSMUSG00000044338,Aplnr,Aplnr-001,0.11813560460182111,-2.2378661569490195,2.535069286086817e-6,3.1423975377505757e-16,Down
ENSMUST00000038257.6,ENSMUSG00000033318,Gstt2,Gstt2-201,0.2593531941585389,-1.3047755686864702,2.8274753493244457e-6,6.158628390537022e-16,Down
ENSMUST00000046383.11,ENSMUSG00000039304,Tnfsf10,Tnfsf10-001,0.4135673927542079,-0.8732334949404641,3.109541784121837e-6,1.011448931504484e-15,Down
ENSMUST00000023612.15,ENSMUSG00000022895,Ets2,Ets2-001,0.4891928423700393,-0.6876557141550509,3.4926717726907936e-6,2.3151191634966104e-15,Down
ENSMUST00000049184.8,ENSMUSG00000034911,Ushbp1,Ushbp1-201,0.3478388353541685,-1.0073021117247827,4.302725170589432e-6,8.77266711864412e-15,Down
ENSMUST00000066994.6,ENSMUSG00000034522,Zfp395,Zfp395-201,0.5589841191017937,-0.5618396195524454,4.302725170589432e-6,9.866408528248281e-11,Down
ENSMUST00000174839.1,ENSMUSG00000067212,H2-T23,H2-T23-002,0.45501892546652667,-0.7958516083182802,8.203496215352397e-6,2.0726335946795578e-9,Down
ENSMUST00000139467.7,ENSMUSG00000042672,Dcst1,Dcst1-004,0.30973957649250466,-1.1260650824400653,8.283721475488918e-6,2.078643845784848e-13,Down
ENSMUST00000060050.5,ENSMUSG00000050105,Grrp1,Grrp1-001,0.3792838528494853,-0.9653646244067912,8.606381952338349e-6,4.8253067305374107e-11,Down
ENSMUST00000023147.7,ENSMUSG00000022504,Ciita,Ciita-201,0.2836969855564088,-1.291284608577641,9.958408994479416e-6,7.166856600715286e-13,Down
ENSMUST00000172683.1,ENSMUSG00000026921,Egfl7,Egfl7-019,0.32499500483881133,-1.0913310954372473,1.0337298501906191e-5,9.199924071822232e-13,Down
ENSMUST00000014917.7,ENSMUSG00000014773,Dll1,Dll1-001,0.39266522239597773,-0.8874499260023179,1.0337298501906191e-5,2.5025748974465634e-11,Down
ENSMUST00000196204.4,ENSMUSG00000079363,Gbp4,Gbp4-003,0.22307915989473848,-1.5572796845812922,1.1027483041372824e-5,1.2668560581282829e-12,Down
ENSMUST00000113093.4,ENSMUSG00000029417,Cxcl9,Cxcl9-001,0.20783074072355712,-1.5125710307361515,1.2060485452584576e-5,2.086785875543934e-12,Down
ENSMUST00000040655.12,ENSMUSG00000036594,H2-Aa,H2-Aa-001,0.2921531823551868,-1.2176449096654622,1.6359042789272753e-5,8.284316621398414e-12,Down
ENSMUST00000121096.7,ENSMUSG00000034842,Art3,Art3-010,0.3205317712447755,-1.1097665626804671,1.8067032286512383e-5,1.3926871317583289e-11,Down
ENSMUST00000173602.1,ENSMUSG00000061232,H2-K1,H2-K1-004,0.40287575235605755,-0.9510233234520559,1.904254635808682e-5,1.7597515799426677e-11,Down
ENSMUST00000097271.3,ENSMUSG00000046879,Irgm1,Irgm1-003,0.5496925705213247,-0.6005493002162601,1.904254635808682e-5,3.954947535665984e-8,Down
ENSMUST00000050487.14,ENSMUSG00000024610,Cd74,Cd74-201,0.31474393471117557,-1.160759934697195,2.705578395906319e-5,7.252688145645869e-11,Down
ENSMUST00000080885.11,ENSMUSG00000059824,Dbp,Dbp-001,0.1937044735062065,-1.602443255971697,2.705578395906319e-5,7.182582811366825e-11,Down
ENSMUST00000133638.7,ENSMUSG00000020486,Sept4,Sept4-018,0.450992513028887,-0.8004477955163818,3.0566337076389673e-5,2.913714088549498e-8,Down
ENSMUST00000000924.12,ENSMUSG00000000901,Mmp11,Mmp11-001,0.47684037804902946,-0.7478974749505789,3.0566337076389673e-5,9.96340611241952e-10,Down
ENSMUST00000090558.9,ENSMUSG00000068740,Celsr2,Celsr2-001,0.30698218095955165,-1.1539841304726761,3.0672605799254626e-5,1.3564332035424554e-10,Down
ENSMUST00000057927.9,ENSMUSG00000044562,Rasip1,Rasip1-001,0.43594030384636995,-0.7877406556945395,3.091841937323299e-5,1.4259142884498957e-10,Down
ENSMUST00000030528.8,ENSMUSG00000041202,Pla2g2d,Pla2g2d-001,0.21637485008750154,-1.522725176245995,3.224971492823512e-5,1.7031711951328985e-10,Down
ENSMUST00000097742.2,ENSMUSG00000073680,Tmem88b,Tmem88b-001,0.3552940228816033,-0.9712401636082036,3.311348880486846e-5,1.904034821121148e-10,Down
ENSMUST00000007255.12,ENSMUSG00000007039,Ddah2,Ddah2-001,0.5685832360197447,-0.5571103222936442,3.509212452441487e-5,7.330827174166446e-8,Down
ENSMUST00000159348.2,ENSMUSG00000053080,2700081O15Rik,2700081O15Rik-002,0.47227461134197773,-0.7313250342075449,3.5615330277994167e-5,2.703061456221424e-10,Down
ENSMUST00000138052.7,ENSMUSG00000028957,Per3,Per3-005,0.2786314144324924,-1.2238640197310269,3.757562731742218e-5,3.5328044296839945e-10,Down
ENSMUST00000073724.5,ENSMUSG00000024193,Phf1,Phf1-201,0.5886712506822156,-0.537887879501734,3.836252707619346e-5,9.250301532001945e-10,Down
ENSMUST00000140384.7,ENSMUSG00000031134,Rbmx,Rbmx-001,0.6136356330683936,-0.4829665187110045,4.051592475982308e-5,1.7791089373059458e-7,Down
ENSMUST00000090127.6,ENSMUSG00000105504,Gbp5,Gbp5-001,0.4683128682620199,-0.7962761807488288,4.2634153399647455e-5,8.421164637673741e-10,Down
ENSMUST00000131981.1,ENSMUSG00000041729,Coro2b,Coro2b-004,0.37382787559827063,-0.9983519696849946,4.2634153399647455e-5,1.9993062339353926e-9,Down
ENSMUST00000147218.1,ENSMUSG00000026436,Elk4,Elk4-002,0.5778426360774168,-0.5437404539954429,4.51803463771511e-5,8.802181212010655e-10,Down
ENSMUST00000058352.14,ENSMUSG00000046080,Clec9a,Clec9a-001,0.33952513870324513,-1.1532946460241833,4.750572007117358e-5,1.1469887978339232e-9,Down
ENSMUST00000061653.8,ENSMUSG00000061780,Cfd,Cfd-201,0.28145371517652823,-1.2402639848115438,4.872827772412739e-5,1.2347613232847752e-9,Down
ENSMUST00000195239.1,ENSMUSG00000023036,Pcdhga8,Pcdhga8-003,0.39415147686513835,-0.9488203741270964,4.872827772412739e-5,1.2347613232847752e-9,Down
ENSMUST00000144471.7,ENSMUSG00000024454,Hdac3,Hdac3-004,0.5197008615991242,-0.6637132055017225,4.910646378067984e-5,2.07464051836303e-7,Down
ENSMUST00000107086.8,ENSMUSG00000030737,Slco2b1,Slco2b1-003,0.25899418889885134,-1.3402828855041922,4.92830483420602e-5,1.4588924919917058e-9,Down
ENSMUST00000127543.7,ENSMUSG00000024339,Tap2,Tap2-002,0.5590467464495973,-0.5761668828088854,5.046431972804934e-5,1.5944465372583013e-9,Down
ENSMUST00000038149.12,ENSMUSG00000034673,Pbx2,Pbx2-001,0.5807886461234847,-0.514722120030682,5.179120783544168e-5,8.352678643045769e-8,Down
ENSMUST00000062304.6,ENSMUSG00000049939,Lrrc4,Lrrc4-001,0.27323348872815867,-1.2076861882966308,5.406322712256522e-5,7.417184557903985e-9,Down
ENSMUST00000203422.1,ENSMUSG00000030122,Ptms,Ptms-005,0.3504628518418381,-1.1644115979767042,5.468824693719336e-5,2.293319055421966e-9,Down
ENSMUST00000199381.1,ENSMUSG00000040943,Tet2,Tet2-006,0.5742031428343833,-0.5601810452486048,5.77621052198974e-5,8.675775196489833e-9,Down
ENSMUST00000066545.13,ENSMUSG00000022623,Shank3,Shank3-002,0.36386530792217514,-0.9720582558968022,6.262711809200905e-5,4.134837579415446e-9,Down
ENSMUST00000022212.8,ENSMUSG00000021701,Plk2,Plk2-201,0.5240446758773325,-0.6159636663189156,6.50566431416716e-5,4.882436165785868e-9,Down
ENSMUST00000172091.1,ENSMUSG00000022661,Cd200,Cd200-003,0.39733424628714464,-0.9898090436460407,6.51521607922857e-5,1.0049728262000788e-7,Down
ENSMUST00000107894.7,ENSMUSG00000000276,Dgke,Dgke-001,0.6065738438047228,-0.4960116435565923,6.51521607922857e-5,7.456611679106063e-7,Down
ENSMUST00000190175.1,ENSMUSG00000025982,Sf3b1,Sf3b1-004,0.05483210894599565,-4.0587189486696715,6.670111981252538e-5,7.564465087138127e-9,Down
ENSMUST00000024857.12,ENSMUSG00000024063,Lbh,Lbh-001,0.50108414823646,-0.684287198779333,6.751140227664224e-5,6.525129868990566e-9,Down
ENSMUST00000105680.8,ENSMUSG00000039852,Rere,Rere-003,0.6456122999798037,-0.437026394165507,6.751140227664224e-5,2.6824139275371296e-6,Down
ENSMUST00000105590.7,ENSMUSG00000019768,Esr1,Esr1-001,0.5361955794467405,-0.6235582643116176,6.97963028859952e-5,7.4407792715281466e-9,Down
ENSMUST00000174854.2,ENSMUSG00000055413,H2-Q5,H2-Q5-002,0.4428883671152905,-0.8201368292819675,7.279413299136454e-5,1.0323290888997568e-7,Down
ENSMUST00000163183.1,ENSMUSG00000066306,Numa1,Numa1-002,0.6452753683314139,-0.4413198153714058,7.510468126668268e-5,1.169297229539416e-6,Down
ENSMUST00000047421.5,ENSMUSG00000033191,Tie1,Tie1-001,0.47234603498867905,-0.7164778075020816,7.628241538554963e-5,1.022006885921834e-8,Down
ENSMUST00000170644.7,ENSMUSG00000073422,H2-Ke6,H2-Ke6-003,0.4972058017201123,-0.6836115283309679,7.657354487151257e-5,1.4978481163168273e-6,Down
ENSMUST00000124002.1,ENSMUSG00000013787,Ehmt2,Ehmt2-012,0.3721337970735137,-1.019301086011544,7.657354487151257e-5,1.0490582429288171e-8,Down
ENSMUST00000090543.5,ENSMUSG00000021775,Nr1d2,Nr1d2-001,0.45126171334537146,-0.7769862376842799,8.10535304643909e-5,1.2979751903113374e-8,Down
ENSMUST00000110172.8,ENSMUSG00000027338,Prnd,Prnd-004,0.06330890684846141,-3.538559315581055,8.123829136985276e-5,1.318349383748655e-8,Down
ENSMUST00000174576.2,ENSMUSG00000096727,Psmb9,Psmb9-001,0.4564647305054753,-0.7866943504126634,8.325110603031436e-5,1.462074418092087e-8,Down
ENSMUST00000020922.7,ENSMUSG00000020601,Trib2,Trib2-001,0.5041665069037886,-0.6525595822728915,8.823568784137541e-5,1.8824733485314594e-8,Down
ENSMUST00000021631.11,ENSMUSG00000021209,Ppp4r4,Ppp4r4-001,0.5396438325531777,-0.611480026551749,8.866048782724558e-5,2.27783891469277e-6,Down
ENSMUST00000136289.1,ENSMUSG00000030795,Fus,Fus-005,0.6436464378968694,-0.43620662398031096,8.988276825309821e-5,4.23278707439707e-6,Down
ENSMUST00000020896.16,ENSMUSG00000020577,Tspan13,Tspan13-001,0.5717909565273309,-0.5641583089661806,9.270124253512959e-5,2.3442552128140947e-8,Down
ENSMUST00000060722.6,ENSMUSG00000046668,Cxxc5,Cxxc5-201,0.6383501313291249,-0.45710337492633996,9.720028514854618e-5,6.49104611173644e-6,Down
ENSMUST00000154256.2,ENSMUSG00000085795,Zfp703,Zfp703-202,0.5472871109622739,-0.5801435696536387,9.84415841576514e-5,2.9543719914584824e-8,Down
ENSMUST00000156673.1,ENSMUSG00000044037,Als2cl,Als2cl-004,0.49912536673316543,-0.674347887560629,1.0039378474029739e-4,5.5503978015070805e-8,Down
ENSMUST00000038580.6,ENSMUSG00000016206,H2-M3,H2-M3-001,0.5456963535185831,-0.6051589982671914,1.0244508023034328e-4,4.190386708049981e-6,Down
ENSMUST00000042665.8,ENSMUSG00000034422,Parp14,Parp14-001,0.6411598296534675,-0.42978912311925216,1.045212829624389e-4,1.90765091274375e-6,Down
ENSMUST00000036680.7,ENSMUSG00000039759,Thap3,Thap3-001,0.5716255959827689,-0.5379872074051469,1.045212829624389e-4,3.040634455854333e-7,Down
ENSMUST00000089112.5,ENSMUSG00000068079,Tcf15,Tcf15-001,0.32204240222815583,-1.0429743059822967,1.18131816219e-4,5.8921841481233096e-8,Down
ENSMUST00000203269.1,ENSMUSG00000107873,RP24-363O21.9,RP24-363O21.9-002,0.29755091961213,-1.13598074888396,1.1935841975728329e-4,6.207558271228082e-8,Down
ENSMUST00000031238.12,ENSMUSG00000029298,Gbp9,Gbp9-001,0.3503614052156429,-1.1102806169565362,1.2044081023923213e-4,6.403368555978282e-8,Down
ENSMUST00000199891.1,ENSMUSG00000066319,Rtp3,Rtp3-001,0.47502377019484704,-0.7297887918013114,1.2090670293640271e-4,1.2529756138119629e-6,Down
ENSMUST00000185352.1,ENSMUSG00000102059,Gm20257,Gm20257-002,0.5015079659206289,-0.6621282461810823,1.2915014278529926e-4,8.352678643045769e-8,Down
ENSMUST00000073879.11,ENSMUSG00000075415,Fnbp1,Fnbp1-003,0.6585619204336829,-0.42195964323718294,1.3137451689072761e-4,3.7534302955073933e-6,Down
ENSMUST00000056403.6,ENSMUSG00000044927,H1fx,H1fx-001,0.4699737575987186,-0.747399854806652,1.338470735459445e-4,9.285671415514588e-8,Down
ENSMUST00000033325.8,ENSMUSG00000031015,Swap70,Swap70-201,0.6429835310931399,-0.42774024624798057,1.3509389163035397e-4,4.397767052120987e-6,Down
ENSMUST00000152946.7,ENSMUSG00000025223,Ldb1,Ldb1-002,0.5400840799482333,-0.6184512457034481,1.403117927381037e-4,1.0742700705983529e-7,Down
ENSMUST00000152417.7,ENSMUSG00000024371,C2,C2-002,0.3134577344061068,-1.1377803809050695,1.4281491232784137e-4,1.139300854870529e-7,Down
ENSMUST00000023660.8,ENSMUSG00000022941,Ripply3,Ripply3-001,0.45160511182715796,-0.7537317127567114,1.440028443551017e-4,5.322556459730601e-7,Down
ENSMUST00000111037.2,ENSMUSG00000050199,Lgr4,Lgr4-002,0.014613678043700102,-4.610363793574157,1.4835045546911617e-4,1.2912434022110588e-7,Down
ENSMUST00000017900.8,ENSMUSG00000017756,Slc12a7,Slc12a7-201,0.6607670314022845,-0.4104783736131898,1.5781730542979589e-4,7.412907549762466e-6,Down
ENSMUST00000175778.1,ENSMUSG00000036529,Sbf1,Sbf1-011,0.582498894406435,-0.5746769147045722,1.582248625627755e-4,1.629214048317948e-6,Down
ENSMUST00000056946.7,ENSMUSG00000047180,Neurl3,Neurl3-001,0.5506587505160611,-0.5690790552067421,1.670661045292124e-4,2.2642235073723248e-7,Down
ENSMUST00000006397.6,ENSMUSG00000006235,Epor,Epor-201,0.3657848751524344,-0.9632548201337757,1.670661045292124e-4,1.9947666805114596e-7,Down
ENSMUST00000065408.15,ENSMUSG00000079018,Ly6c1,Ly6c1-001,0.5879806514042346,-0.5327621582502007,1.6754742885792957e-4,2.1289693333204504e-7,Down
ENSMUST00000032386.10,ENSMUSG00000030256,Bhlhe41,Bhlhe41-001,0.4216085257524711,-0.8286143093769929,1.7116483720566215e-4,2.2642235073723248e-7,Down
ENSMUST00000100960.10,ENSMUSG00000092021,Gbp11,Gbp11-001,0.1452239204021879,-1.7295692219159278,1.71495232842112e-4,2.293279777508617e-7,Down
ENSMUST00000176673.1,ENSMUSG00000032596,Uba7,Uba7-006,0.4970870372249812,-0.702521303877449,1.71495232842112e-4,1.8215387186135527e-5,Down
ENSMUST00000048630.6,ENSMUSG00000042401,Crtac1,Crtac1-201,0.21218904276222472,-1.4784501653470281,1.7762751799671843e-4,2.529635264330027e-7,Down
ENSMUST00000071370.6,ENSMUSG00000035566,Pcdh17,Pcdh17-201,0.4213133567982232,-0.8297486658663447,1.779434919780556e-4,2.577528737095873e-7,Down
ENSMUST00000027649.13,ENSMUSG00000026398,Nr5a2,Nr5a2-001,0.3210848465526719,-1.1394207127227027,1.7820317623387676e-4,7.087299289385938e-7,Down
ENSMUST00000137903.7,ENSMUSG00000040296,Ddx58,Ddx58-005,0.6119274448041965,-0.5093462375962081,1.816374045399366e-4,1.6607636799299275e-5,Down
ENSMUST00000035266.10,ENSMUSG00000078853,Igtp,Igtp-001,0.5635100672135652,-0.5820154384666774,1.822368391304866e-4,2.9781919002871524e-7,Down
ENSMUST00000081438.9,ENSMUSG00000031489,Adrb3,Adrb3-001,0.3438919983892694,-1.043723944058436,1.822368391304866e-4,2.9781919002871524e-7,Down
ENSMUST00000020970.9,ENSMUSG00000020641,Rsad2,Rsad2-001,0.5071864137053648,-0.7341493330686952,1.822368391304866e-4,2.9781919002871524e-7,Down
ENSMUST00000124922.1,ENSMUSG00000068036,Mllt4,Mllt4-004,0.5182051158503739,-0.6591349351222484,1.852868015376063e-4,3.119480451551101e-7,Down
ENSMUST00000109616.8,ENSMUSG00000053411,Cbx7,Cbx7-001,0.49266920031551614,-0.7598119981736938,1.883192708345519e-4,3.3704538450144547e-07,Down
ENSMUST00000031670.9,ENSMUSG00000032766,Gng11,Gng11-001,0.5804874585714581,-0.5377314294027039,1.9186885150662686e-4,3.56795628142253e-7,Down
ENSMUST00000165982.1,ENSMUSG00000057729,Prtn3,Prtn3-002,0.19354567367012007,-1.6675970413889434,1.9258407708785166e-4,3.6606552331919214e-7,Down
ENSMUST00000005256.13,ENSMUSG00000005125,Ndrg1,Ndrg1-001,0.5345864105642001,-0.619258402925336,1.9258407708785166e-4,3.6606552331919214e-7,Down
ENSMUST00000078223.5,ENSMUSG00000064262,Gimap8,Gimap8-002,0.48921943118701633,-0.6818138303957325,1.944956459040212e-4,3.7564504940466797e-7,Down
ENSMUST00000173490.7,ENSMUSG00000028073,Pear1,Pear1-012,0.47792876700697295,-0.7823181467719209,1.972969002037997e-4,3.9398733330718355e-7,Down
ENSMUST00000000543.5,ENSMUSG00000000531,Grasp,Grasp-201,0.5353502783819027,-0.5853722638083682,2.0088051328867712e-4,1.2376162933791843e-5,Down
ENSMUST00000110524.1,ENSMUSG00000027219,Slc28a2,Slc28a2-002,0.34706317215013,-1.0738715928754419,2.0088051328867712e-4,4.220348964746998e-7,Down
ENSMUST00000026315.7,ENSMUSG00000025279,Dnase1l3,Dnase1l3-001,0.2364431916129022,-1.38955057335236,2.0088051328867712e-4,1.681470498468396e-6,Down
ENSMUST00000108920.8,ENSMUSG00000018899,Irf1,Irf1-001,0.5710349120530747,-0.5422571313230152,2.0088051328867712e-4,4.2700306039088853e-7,Down
ENSMUST00000119475.5,ENSMUSG00000054690,Emcn,Emcn-003,0.5997286366138962,-0.5049367640643425,2.0088051328867712e-4,8.3203358332541e-7,Down
ENSMUST00000028897.7,ENSMUSG00000027408,Cpxm1,Cpxm1-001,0.30324794606944894,-1.1232440927773188,2.0427532404222805e-4,4.561331217910858e-7,Down
ENSMUST00000146285.7,ENSMUSG00000028820,Sfpq,Sfpq-006,0.6414620447378552,-0.45124677215328696,2.0843768466360805e-4,8.932291720354781e-7,Down
ENSMUST00000034261.7,ENSMUSG00000079019,Insl3,Insl3-001,0.3944661195649083,-0.9803467220346659,2.1348699599541237e-4,5.190785354587487e-7,Down
ENSMUST00000128282.3,ENSMUSG00000063568,Jazf1,Jazf1-003,0.06584850177921964,-3.980047207420834,2.1572314632454034e-4,6.527212205833849e-7,Down
ENSMUST00000138143.7,ENSMUSG00000039997,Ifi203,Ifi203-004,0.44115290385820233,-0.8153431834110582,2.1858769575044994e-4,5.611438910028018e-7,Down
ENSMUST00000129346.7,ENSMUSG00000014195,Dnajc7,Dnajc7-002,0.47692101513553453,-0.7234489666095449,2.1858769575044994e-4,5.610625133495018e-7,Down
ENSMUST00000163125.1,ENSMUSG00000013833,Med16,Med16-002,0.2784932347108909,-1.244826656687282,2.2156769831537052e-4,5.822992691387952e-7,Down
ENSMUST00000165824.2,ENSMUSG00000026227,2810459M11Rik,2810459M11Rik-001,0.11538001813778019,-2.0000238544583144,2.410917985344235e-4,7.456611679106063e-7,Down
ENSMUST00000029574.12,ENSMUSG00000027962,Vcam1,Vcam1-001,0.5636326882165617,-0.5819431352441832,2.459771567434955e-4,8.031509632227396e-7,Down
ENSMUST00000031982.4,ENSMUSG00000029919,Hpgds,Hpgds-001,0.4669951521300782,-0.6978417695917895,2.5369742147611594e-4,1.546082613369975e-5,Down
ENSMUST00000170163.1,ENSMUSG00000001052,Sec24b,Sec24b-009,0.5404719538486874,-0.5929429294219037,2.5715055444001716e-4,9.083954774591567e-7,Down
ENSMUST00000178888.1,ENSMUSG00000080316,Spaca6,Spaca6-014,0.5164696633808535,-0.6947981540484738,2.5736532121772057e-4,9.162542636520536e-7,Down
ENSMUST00000053020.7,ENSMUSG00000034413,Neurl1b,Neurl1b-001,0.5661285733297404,-0.5598546124164397,2.605523313378827e-4,9.504540751678861e-7,Down
ENSMUST00000140702.2,ENSMUSG00000066892,Fbxl12,Fbxl12-002,0.5315183709374095,-0.617313800152982,2.658418581084822e-4,3.85902442622879e-5,Down
ENSMUST00000025752.13,ENSMUSG00000024833,Pola2,Pola2-201,0.6012897793944433,-0.47634596317681294,2.7311320454710404e-4,1.859025373323179e-5,Down
ENSMUST00000146743.1,ENSMUSG00000034037,Fgd5,Fgd5-002,0.4531288462413436,-0.7840322303942915,2.822439566606223e-4,1.2433349537790072e-6,Down
ENSMUST00000152171.7,ENSMUSG00000048442,Smim5,Smim5-001,0.2847194499157283,-1.407294265836598,2.822439566606223e-4,1.2529756138119629e-6,Down
ENSMUST00000106150.2,ENSMUSG00000050212,Eva1b,Eva1b-003,0.552076159363674,-0.6299577074892668,2.822439566606223e-4,4.793630207802988e-6,Down
ENSMUST00000120105.7,ENSMUSG00000009555,Cdk9,Cdk9-002,0.4049392995655932,-0.9286619524219074,2.9554981690743865e-4,2.340445577070857e-5,Down
ENSMUST00000105240.7,ENSMUSG00000039994,Timeless,Timeless-008,0.4264520696761069,-0.8540655071961993,3.2128665935661407e-4,1.7647383930950062e-6,Down
ENSMUST00000194100.5,ENSMUSG00000047909,Ankrd16,Ankrd16-009,0.1761403228095838,-3.7211999499533714,3.2661671543511355e-4,1.8773644201642174e-6,Down
ENSMUST00000174226.7,ENSMUSG00000040356,Skiv2l,Skiv2l-002,0.5878974586283832,-0.5564920475312406,3.294564542616144e-4,4.034826418577412e-5,Down
ENSMUST00000005907.11,ENSMUSG00000005763,Cd247,Cd247-004,0.3098784329770064,-1.2203332419915414,3.3114872804429116e-4,1.9666327900006845e-6,Down
ENSMUST00000001713.9,ENSMUSG00000001663,Gstt1,Gstt1-001,0.5392122969763176,-0.6103850258692776,3.4252938959296916e-4,2.182475726447161e-6,Down
ENSMUST00000107057.7,ENSMUSG00000028565,Nfia,Nfia-002,0.11286845634812182,-3.9639274715725508,3.5622562718422534e-4,2.4139080950159976e-6,Down
ENSMUST00000172633.7,ENSMUSG00000056116,H2-T22,H2-T22-004,0.628555089782592,-0.4723489764582699,3.6951583821279616e-4,1.2286591084042538e-4,Down
ENSMUST00000026062.9,ENSMUSG00000025076,Casp7,Casp7-201,0.6690070156040058,-0.40409130927169196,3.7559438038568983e-4,1.4096851842775387e-4,Down
ENSMUST00000147132.7,ENSMUSG00000020131,Pcsk4,Pcsk4-005,0.2792587458451656,-1.161861133954223,3.7559438038568983e-4,2.8211203057174867e-6,Down
ENSMUST00000105420.2,ENSMUSG00000020178,Adora2a,Adora2a-201,0.5172788762034668,-0.6297512080107336,3.902129217767494e-4,3.0923593641629215e-6,Down
ENSMUST00000177335.1,ENSMUSG00000009739,Pou6f1,Pou6f1-007,0.5936428473502146,-0.5262104081642702,3.9292915281323763e-4,8.910501555625478e-6,Down
ENSMUST00000065289.5,ENSMUSG00000053063,Clec12a,Clec12a-001,0.3088149996976914,-1.2571468248484636,3.9428402293234565e-4,3.30760768634761e-6,Down
ENSMUST00000194939.1,ENSMUSG00000032612,Usp4,Usp4-010,0.555090470651398,-0.5838043173146259,3.9428402293234565e-4,3.2824239804415005e-6,Down
ENSMUST00000146233.7,ENSMUSG00000040483,Xaf1,Xaf1-001,0.4792493556105108,-0.7636843115504736,4.08223752148321e-4,8.245532485041742e-6,Down
ENSMUST00000191752.5,ENSMUSG00000028078,Dclk2,Dclk2-003,0.40114434684331896,-0.8964639284678538,4.141735818240787e-4,3.560211925239073e-5,Down
ENSMUST00000105255.2,ENSMUSG00000078429,Ctdsp2,Ctdsp2-201,0.6313371483168796,-0.4595074774501557,4.344725173817879e-4,4.3575808935401474e-6,Down
ENSMUST00000066427.10,ENSMUSG00000026222,Sp100,Sp100-007,0.534115380598327,-0.6577888127394351,4.344725173817879e-4,4.3575808935401474e-6,Down
ENSMUST00000171666.7,ENSMUSG00000022617,Chkb,Chkb-008,0.5567272335056374,-0.5832489004895457,4.366844756054163e-4,7.596164967575881e-5,Down
ENSMUST00000154649.7,ENSMUSG00000027422,Rrbp1,Rrbp1-003,0.6890719042266996,-0.39421410965592274,4.424366866147475e-4,1.9593377473279366e-5,Down
ENSMUST00000102493.7,ENSMUSG00000020836,Coro6,Coro6-001,0.42133679698718973,-0.9293563259774509,4.426348813356675e-4,4.657581388895613e-6,Down
ENSMUST00000182577.1,ENSMUSG00000046056,Sbsn,Sbsn-004,0.472228216211973,-0.7112012304862857,4.432892193237246e-4,4.675494368076913e-6,Down
ENSMUST00000032571.9,ENSMUSG00000030411,Nova2,Nova2-001,0.47664606100261675,-0.7009600330884843,4.493481808886755e-4,1.1285971043887607e-5,Down
ENSMUST00000173669.1,ENSMUSG00000073418,C4b,C4b-002,0.2672554939449852,-1.4577820633421978,4.533700986757466e-4,5.01983587648594e-6,Down
ENSMUST00000023222.12,ENSMUSG00000022562,Oplah,Oplah-201,0.5734912086043324,-0.5579289655723646,4.5458544662284046e-4,5.061103314378024e-6,Down
ENSMUST00000129145.7,ENSMUSG00000037552,Plekhg2,Plekhg2-006,0.6289433357107913,-0.4949573618060098,4.5758349991847696e-4,1.5677841431531773e-4,Down
ENSMUST00000027035.9,ENSMUSG00000025902,Sox17,Sox17-001,0.4159537971101096,-0.8446267872162847,4.6075668013106935e-4,5.322764116151752e-6,Down
ENSMUST00000144529.1,ENSMUSG00000033880,Lgals3bp,Lgals3bp-003,0.4845182886170282,-0.7842714034606917,4.6143187402241157e-4,5.375109808296462e-6,Down
ENSMUST00000113452.8,ENSMUSG00000035835,Lppr3,Lppr3-003,0.23925732150240878,-1.462826126126298,4.623002990985373e-4,5.409087052557091e-6,Down
